catid,lat,lng,Description,Name,PHOTOURL,Opening_Hours
HealthFood,103.8573427,1.294642768,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Soup Restaurant - Suntec City,updating,updating
HealthFood,103.855328,1.299067991,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Swensens - Bugis Junction Plaza,updating,updating
HealthFood,103.763994,1.380542441,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Swensens - Bukit Panjang Plaza,updating,updating
HealthFood,103.7856245,1.436147935,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Swensens - Causeway Point,updating,updating
HealthFood,103.988751,1.355190944,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Swensens - Changi Airport T2,updating,updating
HealthFood,103.8564871,1.311393494,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Swensens - City Square Mall,updating,updating
HealthFood,103.7644231,1.314896201,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Swensens - Clementi Mall,updating,updating
HealthFood,103.89498,1.392094149,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Swensens - Compass One,updating,updating
HealthFood,103.9542711,1.377377666,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Swensens - EHUB/Downtown East,updating,updating
HealthFood,103.7467345,1.334898439,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Swensens - IMM,updating,updating
HealthFood,103.8313951,1.304035783,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Swensens - ION Orchard,updating,updating
HealthFood,103.8484776,1.350239427,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Swensens - Junction 8,updating,updating
HealthFood,103.7064609,1.339830148,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Swensens - Jurong Point,updating,updating
HealthFood,103.8227162,1.459946401,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Stamfles - Sembawang Shipyard,updating,updating
HealthFood,103.9292677,1.324772079,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Stuff'd - Bedok Mall,updating,updating
HealthFood,103.8339419,1.304485801,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Pizza Hut - Lucky Plaza,updating,updating
HealthFood,103.8570073,1.291455268,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Pizza Hut - Marina Square,updating,updating
HealthFood,103.8718616,1.350675514,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Pizza Hut - NEX,updating,updating
HealthFood,103.8357765,1.429698482,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Pizza Hut - North Point Shopping Centre,updating,updating
HealthFood,103.6799986,1.347182483,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Pizza Hut - NTU (EXP),updating,updating
HealthFood,103.7724497,1.304687162,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Pizza Hut - NUS (EXP),updating,updating
HealthFood,103.7709914,1.294490855,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Pizza Hut - NUS 2 (EXP),updating,updating
HealthFood,103.8462463,1.275084761,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - SpringLeaf Tower,updating,updating
HealthFood,103.8194621,1.44822653,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Sun Plaza,updating,updating
HealthFood,103.8573427,1.294642768,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Suntec City,updating,updating
HealthFood,103.9440403,1.35356058,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Tampines,updating,updating
HealthFood,103.9546239,1.353220792,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Tampines East CC,updating,updating
HealthFood,103.9442583,1.352699805,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Tampines Mall,updating,updating
HealthFood,103.9599065,1.354369806,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Tampines Neighborhood 3,updating,updating
HealthFood,103.9356334,1.348750765,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Tampines West CC,updating,updating
HealthFood,103.92884,1.347939483,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Temasek Polytechnic,updating,updating
HealthFood,103.7912375,1.306245574,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - The Metropolis,updating,updating
HealthFood,103.8760677,1.391393057,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - The Seletar Mall,updating,updating
HealthFood,103.8269351,1.286463457,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Tiong Bahru Plaza,updating,updating
HealthFood,103.8509555,1.334041706,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Toa Payoh Central,updating,updating
HealthFood,103.8480526,1.332571751,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Toa Payoh HDB Center,updating,updating
HealthFood,103.8462025,1.341237267,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Toa Payoh Lorong 1,updating,updating
HealthFood,103.751673,1.328228112,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Trade Hub 21,updating,updating
HealthFood,103.8434632,1.317334643,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - United Square,updating,updating
HealthFood,103.862535,1.3077968,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - V Hotel Lavender,updating,updating
HealthFood,103.8218086,1.264394682,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Vivo City,updating,updating
HealthFood,103.7633016,1.297549254,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - West Coast Park,updating,updating
HealthFood,103.7690981,1.441088707,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Woodlands,updating,updating
HealthFood,103.7866196,1.435077894,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Woodlands Civic Centre,updating,updating
HealthFood,103.798141,1.445622899,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Woodlands Mart,updating,updating
HealthFood,103.8409023,1.424298296,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Yishun,updating,updating
HealthFood,103.8260519,1.426907811,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Yishun,updating,updating
HealthFood,103.8376052,1.436114248,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Yishun Ring Road,updating,updating
HealthFood,103.9651188,1.334756762,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Munch - Changi Business Park (The Signature),updating,updating
HealthFood,103.8528404,1.2794462,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Munch - Downtown Station,updating,updating
HealthFood,103.8443196,1.274617942,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Munch - Icon Village,updating,updating
HealthFood,103.7515675,1.3370691,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Toh Guan,updating,updating
HealthFood,103.9021731,1.329279764,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Ubi,updating,updating
HealthFood,103.8716203,1.315028065,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Upper Boon Keng,updating,updating
HealthFood,103.8397589,1.301978047,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Roost - The Centrepoint,updating,updating
HealthFood,103.7649605,1.312024927,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - 321 Clementi,updating,updating
HealthFood,103.9437097,1.352402352,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - Century Square,updating,updating
HealthFood,103.9897073,1.362491009,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - Changi Airport T1 (Kiosk),updating,updating
HealthFood,103.8519273,1.28423792,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - Chevron House,updating,updating
HealthFood,103.89498,1.392094149,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - Compass One,updating,updating
HealthFood,103.8479412,1.276972431,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - CPF Building,updating,updating
HealthFood,103.8476079,1.372854248,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - Djitsun Mall,updating,updating
HealthFood,103.9530245,1.342706189,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - East Point,updating,updating
HealthFood,103.820051,1.264012935,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - Harbourfront Centre,updating,updating
HealthFood,103.8850799,1.359496648,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - Heartland Mall,updating,updating
HealthFood,103.8493839,1.331676573,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - Hersing Centre,updating,updating
HealthFood,103.8794503,1.375667281,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - Hougang One,updating,updating
HealthFood,103.8444964,1.27517001,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - Icon Village,updating,updating
HealthFood,103.8484776,1.350239427,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - Junction 8 Shopping Centre,updating,updating
HealthFood,103.7449504,1.385068363,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - Lot 1,updating,updating
HealthFood,103.8570073,1.291455268,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - Marina Square Shopping Mall,updating,updating
HealthFood,103.7715625,1.3327626,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - Ngee Ann Polytechnic,updating,updating
HealthFood,103.8388689,1.301601174,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - Orchard Gateway,updating,updating
HealthFood,103.8445891,1.298054719,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - Park Mall,updating,updating
HealthFood,103.9051136,1.301191315,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - Parkway Parade,updating,updating
HealthFood,103.8925506,1.318675759,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - Paya Lebar Square,updating,updating
HealthFood,103.8313951,1.304035783,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Simply Wrapps -Ion Orchard,updating,updating
HealthFood,103.7431704,1.333200217,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Simply Wrapps -JEM (Opening in mid July 2016),updating,updating
HealthFood,103.8449916,1.300117459,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Simply Wrapps -Plaza Singapura,updating,updating
HealthFood,103.8527683,1.293760287,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Simply Wrapps -Raffles City Shopping Centre,updating,updating
HealthFood,103.922103,1.323651731,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Simply Wrapps -Viva,updating,updating
HealthFood,103.7856245,1.436147935,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Soup Restaurant - Causeway Point,updating,updating
HealthFood,103.9437097,1.352402352,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Soup Restaurant - Century Square,updating,updating
HealthFood,103.988751,1.355190944,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Soup Restaurant - Changi Airport,updating,updating
HealthFood,103.7644231,1.314896201,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Soup Restaurant - Clementi Mall,updating,updating
HealthFood,103.89498,1.392094149,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Soup Restaurant - Compass Point,updating,updating
HealthFood,103.8936616,1.372311865,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Soup Restaurant - Hougang Mall,updating,updating
HealthFood,103.7467345,1.334898439,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Soup Restaurant - IMM,updating,updating
HealthFood,103.7064609,1.339830148,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Soup Restaurant - Jurong Point,updating,updating
HealthFood,103.8718616,1.350675514,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Soup Restaurant - NEX,updating,updating
HealthFood,103.85732,1.30953722,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Pu Tien - Kitchener Road,updating,updating
HealthFood,103.8570073,1.291455268,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Pu Tien - Marina Square,updating,updating
HealthFood,103.8718616,1.350675514,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Pu Tien - NEX,updating,updating
HealthFood,103.9051136,1.301191315,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Pu Tien - Parkway Parade,updating,updating
HealthFood,103.8527683,1.293760287,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Pu Tien - Raffles City,updating,updating
HealthFood,103.8198124,1.256445264,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Pu Tien - Resorts World Sentosa,updating,updating
HealthFood,103.9442583,1.352699805,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Pu Tien - Tampines Mall,updating,updating
HealthFood,103.8218086,1.264394682,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Pu Tien - Vivo City,updating,updating
HealthFood,103.801127,1.27367658,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,QQ Rice - Alexandra Retail Centre,updating,updating
HealthFood,103.8483992,1.369248917,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,QQ Rice - AMK Hub,updating,updating
HealthFood,103.7441391,1.385672716,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,QQ Rice - CCK MRT,updating,updating
HealthFood,103.9623893,1.334325154,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,QQ Rice - Changi City Point,updating,updating
HealthFood,103.7628428,1.378431003,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,QQ Rice - Hillion Mall,updating,updating
HealthFood,103.705351,1.339315039,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,QQ Rice - Jurong Point,updating,updating
HealthFood,103.8718616,1.350675514,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,QQ Rice - NEX,updating,updating
HealthFood,103.784084,1.292774327,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,QQ Rice - NUH,updating,updating
HealthFood,103.8672429,1.331800788,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Potong Pasir,updating,updating
HealthFood,103.8540776,1.301051688,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Queen Street,updating,updating
HealthFood,103.8677055,1.353626092,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Serangoon Avenue 2,updating,updating
HealthFood,103.8726629,1.368479509,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Serangoon North,updating,updating
HealthFood,103.8076181,1.273355979,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Telok Blangah,updating,updating
HealthFood,103.8321816,1.284785574,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Tiong Bahru,updating,updating
HealthFood,103.8172071,1.277485303,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Safra Clubhouse @ Mount Faber,updating,updating
HealthFood,103.7903731,1.28774066,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Science Hub,updating,updating
HealthFood,103.8247917,1.441752968,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Sembawang Shopping Centre,updating,updating
HealthFood,103.8176136,1.254805568,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Sentosa,updating,updating
HealthFood,103.8650419,1.36516071,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Serangoon Gardens,updating,updating
HealthFood,103.8566974,1.296490735,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Shaw Tower,updating,updating
HealthFood,103.9231681,1.312605663,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Siglap Centre,updating,updating
HealthFood,103.8528756,1.303022995,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Sim Lim Square,updating,updating
HealthFood,103.7744213,1.425383063,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Singapore American School,updating,updating
HealthFood,103.9569686,1.33250765,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Singapore Expo,updating,updating
HealthFood,103.8509824,1.284339948,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,QQ Rice - One Raffles,updating,updating
HealthFood,103.9403811,1.353547396,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,QQ Rice - Our Tampines Hub,updating,updating
HealthFood,103.8441607,1.320704911,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,QQ Rice - Square 2,updating,updating
HealthFood,103.9448383,1.353646583,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,QQ Rice - Tampines MRT,updating,updating
HealthFood,103.8454218,1.276516023,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,QQ Rice - Tanjong Pagar MRT,updating,updating
HealthFood,103.848326,1.332141126,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,QQ Rice - Toa Payoh,updating,updating
HealthFood,103.7864043,1.436832642,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,QQ Rice - Woodlands MRT,updating,updating
HealthFood,103.8003565,1.306995349,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - 31 COMMONWEALTH,updating,updating
HealthFood,103.8867735,1.320781081,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - ALJ,updating,updating
HealthFood,103.8864267,1.389558477,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Anchorvale Sengkang,updating,updating
HealthFood,103.8545878,1.362090526,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Ang Mo Kio,updating,updating
HealthFood,103.9253073,1.331313875,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Bedok North,updating,updating
HealthFood,103.8630209,1.31921668,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Bendeemer,updating,updating
HealthFood,103.7724897,1.377600588,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - BPHC,updating,updating
HealthFood,103.7506946,1.359259407,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Bukit Batok,updating,updating
HealthFood,103.8044893,1.286297815,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Bukit Merah Lane,updating,updating
HealthFood,103.8431595,1.282271875,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Chinatown,updating,updating
HealthFood,103.7479612,1.400915328,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Choa Chu Kang,updating,updating
HealthFood,103.7668174,1.315096687,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Clementi,updating,updating
HealthFood,103.8056364,1.316245752,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Empress Road,updating,updating
HealthFood,103.9042565,1.320331265,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Eunos,updating,updating
HealthFood,103.7882303,1.310996635,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Ghim Moh,updating,updating
HealthFood,103.7927738,1.308117807,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Holland Drive,updating,updating
HealthFood,103.8457767,1.285323803,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Hong Lim,updating,updating
HealthFood,103.88834,1.359520873,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Hougang,updating,updating
HealthFood,103.9036238,1.377915057,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Hougang Capeview,updating,updating
HealthFood,103.8260133,1.280004837,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Jalan Bukit Merah,updating,updating
HealthFood,103.8399342,1.28823102,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Jalan Kukoh,updating,updating
HealthFood,103.7356222,1.34485611,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Jurong East,updating,updating
HealthFood,103.8856201,1.332283325,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Macpherson Lane,updating,updating
HealthFood,103.8499837,1.283885416,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Market Street,updating,updating
HealthFood,103.8857317,1.308109831,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Old Airport Road,updating,updating
HealthFood,103.9479702,1.369373296,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Rice Garden - Pasir Ris,updating,updating
HealthFood,103.855328,1.299067991,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Stuff'd - Bugis Junction,updating,updating
HealthFood,103.7856245,1.436147935,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Stuff'd - Causeway point,updating,updating
HealthFood,103.8397589,1.301978047,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Stuff'd - Centre Point,updating,updating
HealthFood,103.8564871,1.311393494,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Stuff'd - City Square mall,updating,updating
HealthFood,103.89498,1.392094149,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Stuff'd - Compass One,updating,updating
HealthFood,103.8936616,1.372311865,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Stuff'd - Hougang Mall,updating,updating
HealthFood,103.8925506,1.318675759,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Stuff'd - Paya Lebar Square,updating,updating
HealthFood,103.8194621,1.44822653,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Stuff'd - Sun Plaza,updating,updating
HealthFood,103.9442583,1.352699805,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Stuff'd - Tampines Mall,updating,updating
HealthFood,103.8218086,1.264394682,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Stuff'd - Vivo City,updating,updating
HealthFood,103.9021057,1.406484618,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Stuff'd - Waterway point,updating,updating
HealthFood,103.7465581,1.3973019,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Stuff'd - Yew Tee Point,updating,updating
HealthFood,103.8434707,1.274588224,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - 100AM,updating,updating
HealthFood,103.8382466,1.301006577,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - 313 @ Somerset,updating,updating
HealthFood,103.8273459,1.319436175,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Alocassia,updating,updating
HealthFood,103.8483992,1.369248917,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - AMK Hub,updating,updating
HealthFood,103.8048911,1.288510987,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Anchorpoint,updating,updating
HealthFood,103.6823885,1.329368202,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Arena Country Club,updating,updating
HealthFood,103.8507952,1.278307303,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Asia Square Tower 2,updating,updating
HealthFood,103.8471463,1.275625888,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - AXA Tower,updating,updating
HealthFood,103.8354876,1.316439632,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Balmoral Plaza,updating,updating
HealthFood,103.9322729,1.325158912,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Bedok Mall,updating,updating
HealthFood,103.9216633,1.337860417,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Bedok Reservoir,updating,updating
HealthFood,103.855328,1.299067991,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Bugis Junction,updating,updating
HealthFood,103.8542402,1.299561989,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Bugis+,updating,updating
HealthFood,103.8166928,1.283055902,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Bukit Merah Central,updating,updating
HealthFood,103.763994,1.380542441,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Bukit Panjang Plaza,updating,updating
HealthFood,103.7785141,1.338620875,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Bukit Timah Plaza,updating,updating
HealthFood,103.7856245,1.436147935,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Causeway Point,updating,updating
HealthFood,103.8432653,1.288148531,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Central Square,updating,updating
HealthFood,103.9897073,1.362491009,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Changi Airport T1,updating,updating
HealthFood,103.988751,1.355190944,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Changi Airport T2,updating,updating
HealthFood,103.988751,1.355190944,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Changi Airport T2,updating,updating
HealthFood,103.9851696,1.354370738,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Changi Airport T3,updating,updating
HealthFood,103.9623893,1.334325154,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Changi City Point,updating,updating
HealthFood,103.8464765,1.327084859,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Changi General Hospital,updating,updating
HealthFood,103.8446971,1.284998839,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Subway - Chinatown Point,updating,updating
HealthFood,103.8944805,1.314692141,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Pizza Hut - OneKM (Fast Casual),updating,updating
HealthFood,103.8449916,1.300117459,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Pizza Hut - Plaza Singapura,updating,updating
HealthFood,103.9128905,1.394256298,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Pizza Hut - Punggol Plaza (DEL),updating,updating
HealthFood,103.9060319,1.410113286,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Pizza Hut - SAFRA Punggol (DEL),updating,updating
HealthFood,103.8857094,1.362072446,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Pizza Hut - Simon Road (DEL),updating,updating
